,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
14314,1.52,Kuwait2001,,"34,890,772,742",17116,Generation X
14315,1.16,Kuwait2001,,"34,890,772,742",17116,Millenials
14316,0.96,Kuwait2001,,"34,890,772,742",17116,Boomers
14317,0.0,Kuwait2001,,"34,890,772,742",17116,Millenials
14318,0.0,Kuwait2001,,"34,890,772,742",17116,Millenials
14319,0.0,Kuwait2001,,"34,890,772,742",17116,Silent
14320,0.0,Kuwait2001,,"34,890,772,742",17116,Silent
14321,0.0,Kuwait2001,,"34,890,772,742",17116,Millenials
14322,0.0,Kuwait2001,,"34,890,772,742",17116,Silent
14323,0.0,Kuwait2001,,"34,890,772,742",17116,Silent
14324,3.73,Kuwait2002,,"38,137,545,245",17668,Boomers
14325,2.83,Kuwait2002,,"38,137,545,245",17668,Generation X
14326,2.7,Kuwait2002,,"38,137,545,245",17668,Millenials
14327,2.34,Kuwait2002,,"38,137,545,245",17668,Generation X
14328,1.77,Kuwait2002,,"38,137,545,245",17668,Boomers
14329,1.19,Kuwait2002,,"38,137,545,245",17668,Millenials
14330,0.0,Kuwait2002,,"38,137,545,245",17668,Millenials
14331,0.0,Kuwait2002,,"38,137,545,245",17668,Silent
14332,0.0,Kuwait2002,,"38,137,545,245",17668,Silent
14333,0.0,Kuwait2002,,"38,137,545,245",17668,Millenials
14334,0.0,Kuwait2002,,"38,137,545,245",17668,Silent
14335,0.0,Kuwait2002,,"38,137,545,245",17668,Silent
14336,4.86,Kuwait2003,,"47,875,838,926",24544,Generation X
14337,4.28,Kuwait2003,,"47,875,838,926",24544,Boomers
14338,3.71,Kuwait2003,,"47,875,838,926",24544,Generation X
14339,1.44,Kuwait2003,,"47,875,838,926",24544,Boomers
14340,1.2,Kuwait2003,,"47,875,838,926",24544,Millenials
14341,0.95,Kuwait2003,,"47,875,838,926",24544,Millenials
14342,0.0,Kuwait2003,,"47,875,838,926",24544,Millenials
14343,0.0,Kuwait2003,,"47,875,838,926",24544,Silent
14344,0.0,Kuwait2003,,"47,875,838,926",24544,Silent
14345,0.0,Kuwait2003,,"47,875,838,926",24544,Millenials
14346,0.0,Kuwait2003,,"47,875,838,926",24544,Silent
14347,0.0,Kuwait2003,,"47,875,838,926",24544,Silent
14348,4.23,Kuwait2004,,"59,440,108,585",29778,Boomers
14349,3.65,Kuwait2004,,"59,440,108,585",29778,Generation X
14350,3.29,Kuwait2004,,"59,440,108,585",29778,Boomers
14351,2.43,Kuwait2004,,"59,440,108,585",29778,Millenials
14352,1.88,Kuwait2004,,"59,440,108,585",29778,Generation X
14353,1.78,Kuwait2004,,"59,440,108,585",29778,Millenials
14354,0.0,Kuwait2004,,"59,440,108,585",29778,Millenials
14355,0.0,Kuwait2004,,"59,440,108,585",29778,Silent
14356,0.0,Kuwait2004,,"59,440,108,585",29778,Silent
14357,0.0,Kuwait2004,,"59,440,108,585",29778,Millenials
14358,0.0,Kuwait2004,,"59,440,108,585",29778,Silent
14359,0.0,Kuwait2004,,"59,440,108,585",29778,Silent
14360,6.06,Kuwait2005,0.795,"80,797,945,205",39166,Generation X
14361,4.11,Kuwait2005,0.795,"80,797,945,205",39166,Boomers
14362,3.45,Kuwait2005,0.795,"80,797,945,205",39166,Generation X
14363,1.78,Kuwait2005,0.795,"80,797,945,205",39166,Millenials
14364,1.33,Kuwait2005,0.795,"80,797,945,205",39166,Silent
14365,1.0,Kuwait2005,0.795,"80,797,945,205",39166,Millenials
14366,0.45,Kuwait2005,0.795,"80,797,945,205",39166,Boomers
14367,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Millenials
14368,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Silent
14369,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Silent
14370,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Millenials
14371,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Silent
14372,4.99,Kuwait2006,,"101,550,654,721",46890,Generation X
14373,3.24,Kuwait2006,,"101,550,654,721",46890,Boomers
14374,2.32,Kuwait2006,,"101,550,654,721",46890,Generation X
14375,1.97,Kuwait2006,,"101,550,654,721",46890,Silent
14376,1.28,Kuwait2006,,"101,550,654,721",46890,Boomers
14377,1.1,Kuwait2006,,"101,550,654,721",46890,Millenials
14378,0.93,Kuwait2006,,"101,550,654,721",46890,Millenials
14379,0.0,Kuwait2006,,"101,550,654,721",46890,Millenials
14380,0.0,Kuwait2006,,"101,550,654,721",46890,Silent
14381,0.0,Kuwait2006,,"101,550,654,721",46890,Millenials
14382,0.0,Kuwait2006,,"101,550,654,721",46890,Silent
14383,0.0,Kuwait2006,,"101,550,654,721",46890,Silent
14384,3.28,Kuwait2007,,"114,641,097,818",37283,Generation X
14385,2.32,Kuwait2007,,"114,641,097,818",37283,Generation X
14386,2.01,Kuwait2007,,"114,641,097,818",37283,Silent
14387,1.87,Kuwait2007,,"114,641,097,818",37283,Millenials
14388,1.84,Kuwait2007,,"114,641,097,818",37283,Boomers
14389,1.25,Kuwait2007,,"114,641,097,818",37283,Boomers
14390,0.45,Kuwait2007,,"114,641,097,818",37283,Millenials
14391,0.0,Kuwait2007,,"114,641,097,818",37283,Generation Z
14392,0.0,Kuwait2007,,"114,641,097,818",37283,Silent
14393,0.0,Kuwait2007,,"114,641,097,818",37283,Silent
14394,0.0,Kuwait2007,,"114,641,097,818",37283,Generation Z
14395,0.0,Kuwait2007,,"114,641,097,818",37283,Silent
14396,1.82,Kuwait2008,,"147,395,833,333",43746,Generation X
14397,1.79,Kuwait2008,,"147,395,833,333",43746,Boomers
14398,1.76,Kuwait2008,,"147,395,833,333",43746,Millenials
14399,1.72,Kuwait2008,,"147,395,833,333",43746,Generation X
14400,1.57,Kuwait2008,,"147,395,833,333",43746,Silent
14401,1.38,Kuwait2008,,"147,395,833,333",43746,Boomers
14402,0.91,Kuwait2008,,"147,395,833,333",43746,Silent
14403,0.81,Kuwait2008,,"147,395,833,333",43746,Millenials
14404,0.0,Kuwait2008,,"147,395,833,333",43746,Generation Z
14405,0.0,Kuwait2008,,"147,395,833,333",43746,Silent
14406,0.0,Kuwait2008,,"147,395,833,333",43746,Generation Z
14407,0.0,Kuwait2008,,"147,395,833,333",43746,Silent
14408,3.55,Kuwait2009,,"105,899,930,507",33453,Generation X
14409,2.94,Kuwait2009,,"105,899,930,507",33453,Boomers
14410,2.2,Kuwait2009,,"105,899,930,507",33453,Generation X
14411,1.75,Kuwait2009,,"105,899,930,507",33453,Boomers
14412,1.53,Kuwait2009,,"105,899,930,507",33453,Millenials
14413,1.47,Kuwait2009,,"105,899,930,507",33453,Silent
14414,1.37,Kuwait2009,,"105,899,930,507",33453,Millenials
14415,0.0,Kuwait2009,,"105,899,930,507",33453,Generation Z
14416,0.0,Kuwait2009,,"105,899,930,507",33453,Silent
14417,0.0,Kuwait2009,,"105,899,930,507",33453,Generation Z
14418,0.0,Kuwait2009,,"105,899,930,507",33453,Silent
14419,0.0,Kuwait2009,,"105,899,930,507",33453,Silent
14420,2.47,Kuwait2010,0.809,"115,419,050,942",35171,Silent
14421,2.27,Kuwait2010,0.809,"115,419,050,942",35171,Generation X
14422,2.1,Kuwait2010,0.809,"115,419,050,942",35171,Generation X
14423,1.18,Kuwait2010,0.809,"115,419,050,942",35171,Generation X
14424,0.86,Kuwait2010,0.809,"115,419,050,942",35171,Millenials
14425,0.77,Kuwait2010,0.809,"115,419,050,942",35171,Generation X
14426,0.39,Kuwait2010,0.809,"115,419,050,942",35171,Millenials
14427,0.0,Kuwait2010,0.809,"115,419,050,942",35171,Generation Z
14428,0.0,Kuwait2010,0.809,"115,419,050,942",35171,Silent
14429,0.0,Kuwait2010,0.809,"115,419,050,942",35171,Silent
14430,0.0,Kuwait2010,0.809,"115,419,050,942",35171,Generation Z
14431,0.0,Kuwait2010,0.809,"115,419,050,942",35171,Silent
14432,1.69,Kuwait2011,0.812,"154,027,536,232",46203,Millenials
14433,1.56,Kuwait2011,0.812,"154,027,536,232",46203,Boomers
14434,1.54,Kuwait2011,0.812,"154,027,536,232",46203,Millenials
14435,1.46,Kuwait2011,0.812,"154,027,536,232",46203,Millenials
14436,1.3,Kuwait2011,0.812,"154,027,536,232",46203,Generation Z
14437,1.16,Kuwait2011,0.812,"154,027,536,232",46203,Generation X
14438,1.01,Kuwait2011,0.812,"154,027,536,232",46203,Generation X
14439,0.86,Kuwait2011,0.812,"154,027,536,232",46203,Millenials
14440,0.83,Kuwait2011,0.812,"154,027,536,232",46203,Generation Z
14441,0.0,Kuwait2011,0.812,"154,027,536,232",46203,Boomers
14442,0.0,Kuwait2011,0.812,"154,027,536,232",46203,Silent
14443,0.0,Kuwait2011,0.812,"154,027,536,232",46203,Silent
14444,3.74,Kuwait2012,0.815,"174,070,025,009",49781,Millenials
14445,2.41,Kuwait2012,0.815,"174,070,025,009",49781,Boomers
14446,2.12,Kuwait2012,0.815,"174,070,025,009",49781,Millenials
14447,2.07,Kuwait2012,0.815,"174,070,025,009",49781,Generation X
14448,1.69,Kuwait2012,0.815,"174,070,025,009",49781,Millenials
14449,1.26,Kuwait2012,0.815,"174,070,025,009",49781,Millenials
14450,1.18,Kuwait2012,0.815,"174,070,025,009",49781,Generation X
14451,0.72,Kuwait2012,0.815,"174,070,025,009",49781,Boomers
14452,0.4,Kuwait2012,0.815,"174,070,025,009",49781,Generation Z
14453,0.0,Kuwait2012,0.815,"174,070,025,009",49781,Generation Z
14454,0.0,Kuwait2012,0.815,"174,070,025,009",49781,Silent
14455,0.0,Kuwait2012,0.815,"174,070,025,009",49781,Silent
14456,2.48,Kuwait2013,0.816,"174,161,142,454",48729,Millenials
14457,2.05,Kuwait2013,0.816,"174,161,142,454",48729,Boomers
14458,1.32,Kuwait2013,0.816,"174,161,142,454",48729,Millenials
14459,1.29,Kuwait2013,0.816,"174,161,142,454",48729,Millenials
14460,1.16,Kuwait2013,0.816,"174,161,142,454",48729,Generation X
14461,0.83,Kuwait2013,0.816,"174,161,142,454",48729,Generation X
14462,0.75,Kuwait2013,0.816,"174,161,142,454",48729,Millenials
14463,0.0,Kuwait2013,0.816,"174,161,142,454",48729,Generation Z
14464,0.0,Kuwait2013,0.816,"174,161,142,454",48729,Boomers
14465,0.0,Kuwait2013,0.816,"174,161,142,454",48729,Silent
14466,0.0,Kuwait2013,0.816,"174,161,142,454",48729,Generation Z
14467,0.0,Kuwait2013,0.816,"174,161,142,454",48729,Silent
14468,3.31,Kuwait2014,0.816,"162,631,412,509",43774,Millenials
14469,2.59,Kuwait2014,0.816,"162,631,412,509",43774,Millenials
14470,2.19,Kuwait2014,0.816,"162,631,412,509",43774,Millenials
14471,2.02,Kuwait2014,0.816,"162,631,412,509",43774,Generation X
14472,1.91,Kuwait2014,0.816,"162,631,412,509",43774,Boomers
14473,1.76,Kuwait2014,0.816,"162,631,412,509",43774,Generation X
14474,1.06,Kuwait2014,0.816,"162,631,412,509",43774,Boomers
14475,1.02,Kuwait2014,0.816,"162,631,412,509",43774,Millenials
14476,0.0,Kuwait2014,0.816,"162,631,412,509",43774,Generation Z
14477,0.0,Kuwait2014,0.816,"162,631,412,509",43774,Silent
14478,0.0,Kuwait2014,0.816,"162,631,412,509",43774,Generation Z
14479,0.0,Kuwait2014,0.816,"162,631,412,509",43774,Silent
14480,55.56,Kyrgyzstan1990,0.615,"2,674,000,000",715,G.I. Generation
14481,42.04,Kyrgyzstan1990,0.615,"2,674,000,000",715,Silent
14482,38.86,Kyrgyzstan1990,0.615,"2,674,000,000",715,G.I. Generation
14483,28.27,Kyrgyzstan1990,0.615,"2,674,000,000",715,Boomers
14484,25.08,Kyrgyzstan1990,0.615,"2,674,000,000",715,G.I. Generation
14485,15.69,Kyrgyzstan1990,0.615,"2,674,000,000",715,G.I. Generation
14486,13.49,Kyrgyzstan1990,0.615,"2,674,000,000",715,Generation X
14487,9.77,Kyrgyzstan1990,0.615,"2,674,000,000",715,Silent
14488,7.95,Kyrgyzstan1990,0.615,"2,674,000,000",715,Generation X
14489,6.43,Kyrgyzstan1990,0.615,"2,674,000,000",715,Boomers
14490,3.13,Kyrgyzstan1990,0.615,"2,674,000,000",715,Generation X
14491,0.8,Kyrgyzstan1990,0.615,"2,674,000,000",715,Generation X
14492,58.09,Kyrgyzstan1991,,"2,570,833,333",677,G.I. Generation
14493,40.49,Kyrgyzstan1991,,"2,570,833,333",677,Silent
14494,38.22,Kyrgyzstan1991,,"2,570,833,333",677,Boomers
14495,34.18,Kyrgyzstan1991,,"2,570,833,333",677,Boomers
14496,24.01,Kyrgyzstan1991,,"2,570,833,333",677,G.I. Generation
14497,15.48,Kyrgyzstan1991,,"2,570,833,333",677,Silent
14498,12.01,Kyrgyzstan1991,,"2,570,833,333",677,Generation X
14499,9.1,Kyrgyzstan1991,,"2,570,833,333",677,Generation X
14500,6.91,Kyrgyzstan1991,,"2,570,833,333",677,Boomers
14501,4.46,Kyrgyzstan1991,,"2,570,833,333",677,Boomers
14502,3.06,Kyrgyzstan1991,,"2,570,833,333",677,Millenials
14503,0.58,Kyrgyzstan1991,,"2,570,833,333",677,Millenials
14504,60.87,Kyrgyzstan1992,,"2,316,562,500",603,G.I. Generation
14505,39.81,Kyrgyzstan1992,,"2,316,562,500",603,Silent
14506,36.89,Kyrgyzstan1992,,"2,316,562,500",603,Boomers
14507,24.59,Kyrgyzstan1992,,"2,316,562,500",603,Boomers
14508,15.7,Kyrgyzstan1992,,"2,316,562,500",603,Generation X
14509,12.32,Kyrgyzstan1992,,"2,316,562,500",603,G.I. Generation
14510,10.04,Kyrgyzstan1992,,"2,316,562,500",603,Silent
14511,7.51,Kyrgyzstan1992,,"2,316,562,500",603,Generation X
14512,5.52,Kyrgyzstan1992,,"2,316,562,500",603,Boomers
14513,5.35,Kyrgyzstan1992,,"2,316,562,500",603,Boomers
14514,2.06,Kyrgyzstan1992,,"2,316,562,500",603,Millenials
14515,0.76,Kyrgyzstan1992,,"2,316,562,500",603,Millenials
14516,59.63,Kyrgyzstan1993,,"2,028,295,455",528,G.I. Generation
14517,45.8,Kyrgyzstan1993,,"2,028,295,455",528,Boomers
14518,44.95,Kyrgyzstan1993,,"2,028,295,455",528,Silent
14519,29.57,Kyrgyzstan1993,,"2,028,295,455",528,G.I. Generation
14520,26.71,Kyrgyzstan1993,,"2,028,295,455",528,Boomers
14521,17.62,Kyrgyzstan1993,,"2,028,295,455",528,Generation X
14522,13.73,Kyrgyzstan1993,,"2,028,295,455",528,Silent
14523,8.14,Kyrgyzstan1993,,"2,028,295,455",528,Boomers
14524,6.06,Kyrgyzstan1993,,"2,028,295,455",528,Boomers
14525,4.0,Kyrgyzstan1993,,"2,028,295,455",528,Generation X
14526,2.02,Kyrgyzstan1993,,"2,028,295,455",528,Millenials
14527,0.56,Kyrgyzstan1993,,"2,028,295,455",528,Millenials
14528,58.54,Kyrgyzstan1994,,"1,681,006,993",437,G.I. Generation
14529,53.57,Kyrgyzstan1994,,"1,681,006,993",437,Silent
14530,47.15,Kyrgyzstan1994,,"1,681,006,993",437,Boomers
14531,34.13,Kyrgyzstan1994,,"1,681,006,993",437,Boomers
14532,18.78,Kyrgyzstan1994,,"1,681,006,993",437,Generation X
14533,15.36,Kyrgyzstan1994,,"1,681,006,993",437,G.I. Generation
14534,11.42,Kyrgyzstan1994,,"1,681,006,993",437,Silent
14535,6.52,Kyrgyzstan1994,,"1,681,006,993",437,Boomers
14536,2.97,Kyrgyzstan1994,,"1,681,006,993",437,Generation X
14537,2.95,Kyrgyzstan1994,,"1,681,006,993",437,Boomers
14538,1.99,Kyrgyzstan1994,,"1,681,006,993",437,Millenials
14539,0.93,Kyrgyzstan1994,,"1,681,006,993",437,Millenials
14540,47.52,Kyrgyzstan1995,0.562,"1,661,018,519",425,Boomers
14541,45.74,Kyrgyzstan1995,0.562,"1,661,018,519",425,Silent
14542,45.69,Kyrgyzstan1995,0.562,"1,661,018,519",425,G.I. Generation
14543,29.46,Kyrgyzstan1995,0.562,"1,661,018,519",425,Generation X
14544,20.21,Kyrgyzstan1995,0.562,"1,661,018,519",425,Generation X
14545,13.0,Kyrgyzstan1995,0.562,"1,661,018,519",425,Silent
14546,11.63,Kyrgyzstan1995,0.562,"1,661,018,519",425,G.I. Generation
14547,9.94,Kyrgyzstan1995,0.562,"1,661,018,519",425,Generation X
14548,8.88,Kyrgyzstan1995,0.562,"1,661,018,519",425,Boomers
14549,6.27,Kyrgyzstan1995,0.562,"1,661,018,519",425,Generation X
14550,0.89,Kyrgyzstan1995,0.562,"1,661,018,519",425,Millenials
14551,0.54,Kyrgyzstan1995,0.562,"1,661,018,519",425,Millenials
14552,41.69,Kyrgyzstan1996,,"1,827,570,586",459,Silent
14553,41.03,Kyrgyzstan1996,,"1,827,570,586",459,G.I. Generation
14554,36.01,Kyrgyzstan1996,,"1,827,570,586",459,Boomers
14555,24.61,Kyrgyzstan1996,,"1,827,570,586",459,Generation X
14556,23.44,Kyrgyzstan1996,,"1,827,570,586",459,G.I. Generation
14557,16.6,Kyrgyzstan1996,,"1,827,570,586",459,Generation X
14558,6.89,Kyrgyzstan1996,,"1,827,570,586",459,Silent
14559,6.29,Kyrgyzstan1996,,"1,827,570,586",459,Generation X
14560,4.27,Kyrgyzstan1996,,"1,827,570,586",459,Generation X
14561,4.14,Kyrgyzstan1996,,"1,827,570,586",459,Boomers
14562,1.04,Kyrgyzstan1996,,"1,827,570,586",459,Millenials
14563,0.53,Kyrgyzstan1996,,"1,827,570,586",459,Millenials
14564,36.96,Kyrgyzstan1997,,"1,767,864,036",435,Silent
14565,35.35,Kyrgyzstan1997,,"1,767,864,036",435,G.I. Generation
14566,34.74,Kyrgyzstan1997,,"1,767,864,036",435,Boomers
14567,24.08,Kyrgyzstan1997,,"1,767,864,036",435,Generation X
14568,20.62,Kyrgyzstan1997,,"1,767,864,036",435,Generation X
14569,13.41,Kyrgyzstan1997,,"1,767,864,036",435,G.I. Generation
14570,8.54,Kyrgyzstan1997,,"1,767,864,036",435,Silent
14571,5.59,Kyrgyzstan1997,,"1,767,864,036",435,Boomers
14572,5.05,Kyrgyzstan1997,,"1,767,864,036",435,Generation X
14573,3.95,Kyrgyzstan1997,,"1,767,864,036",435,Generation X
14574,2.38,Kyrgyzstan1997,,"1,767,864,036",435,Millenials
14575,0.18,Kyrgyzstan1997,,"1,767,864,036",435,Millenials
14576,40.95,Kyrgyzstan1998,,"1,645,963,750",398,Silent
14577,33.82,Kyrgyzstan1998,,"1,645,963,750",398,G.I. Generation
14578,29.44,Kyrgyzstan1998,,"1,645,963,750",398,Boomers
14579,28.94,Kyrgyzstan1998,,"1,645,963,750",398,Generation X
14580,19.88,Kyrgyzstan1998,,"1,645,963,750",398,Generation X
14581,6.65,Kyrgyzstan1998,,"1,645,963,750",398,Silent
14582,5.87,Kyrgyzstan1998,,"1,645,963,750",398,Generation X
14583,5.54,Kyrgyzstan1998,,"1,645,963,750",398,G.I. Generation
14584,5.3,Kyrgyzstan1998,,"1,645,963,750",398,Boomers
14585,5.0,Kyrgyzstan1998,,"1,645,963,750",398,Generation X
14586,3.03,Kyrgyzstan1998,,"1,645,963,750",398,Millenials
14587,0.52,Kyrgyzstan1998,,"1,645,963,750",398,Millenials
14588,38.63,Kyrgyzstan1999,,"1,249,062,025",291,Silent
14589,38.19,Kyrgyzstan1999,,"1,249,062,025",291,Boomers
14590,27.87,Kyrgyzstan1999,,"1,249,062,025",291,Generation X
14591,21.37,Kyrgyzstan1999,,"1,249,062,025",291,G.I. Generation
14592,20.11,Kyrgyzstan1999,,"1,249,062,025",291,G.I. Generation
14593,18.46,Kyrgyzstan1999,,"1,249,062,025",291,Generation X
14594,10.1,Kyrgyzstan1999,,"1,249,062,025",291,Silent
14595,4.97,Kyrgyzstan1999,,"1,249,062,025",291,Generation X
14596,4.89,Kyrgyzstan1999,,"1,249,062,025",291,Generation X
14597,4.5,Kyrgyzstan1999,,"1,249,062,025",291,Boomers
14598,2.01,Kyrgyzstan1999,,"1,249,062,025",291,Millenials
14599,0.34,Kyrgyzstan1999,,"1,249,062,025",291,Millenials
14600,42.89,Kyrgyzstan2000,0.593,"1,369,693,171",313,Silent
14601,30.12,Kyrgyzstan2000,0.593,"1,369,693,171",313,Boomers
14602,27.67,Kyrgyzstan2000,0.593,"1,369,693,171",313,G.I. Generation
14603,24.09,Kyrgyzstan2000,0.593,"1,369,693,171",313,Generation X
14604,17.77,Kyrgyzstan2000,0.593,"1,369,693,171",313,G.I. Generation
14605,16.14,Kyrgyzstan2000,0.593,"1,369,693,171",313,Generation X
14606,6.64,Kyrgyzstan2000,0.593,"1,369,693,171",313,Boomers
14607,5.92,Kyrgyzstan2000,0.593,"1,369,693,171",313,Silent
14608,5.05,Kyrgyzstan2000,0.593,"1,369,693,171",313,Generation X
14609,3.49,Kyrgyzstan2000,0.593,"1,369,693,171",313,Generation X
14610,2.51,Kyrgyzstan2000,0.593,"1,369,693,171",313,Millenials
14611,0.34,Kyrgyzstan2000,0.593,"1,369,693,171",313,Millenials
14612,43.66,Kyrgyzstan2001,,"1,525,112,242",345,Silent
14613,36.5,Kyrgyzstan2001,,"1,525,112,242",345,Silent
14614,34.61,Kyrgyzstan2001,,"1,525,112,242",345,Boomers
14615,24.04,Kyrgyzstan2001,,"1,525,112,242",345,Generation X
14616,24.02,Kyrgyzstan2001,,"1,525,112,242",345,Millenials
14617,8.63,Kyrgyzstan2001,,"1,525,112,242",345,Silent
14618,6.06,Kyrgyzstan2001,,"1,525,112,242",345,Silent
14619,5.66,Kyrgyzstan2001,,"1,525,112,242",345,Boomers
14620,3.7,Kyrgyzstan2001,,"1,525,112,242",345,Millenials
14621,3.69,Kyrgyzstan2001,,"1,525,112,242",345,Millenials
14622,2.38,Kyrgyzstan2001,,"1,525,112,242",345,Generation X
14623,0.35,Kyrgyzstan2001,,"1,525,112,242",345,Millenials
14624,36.56,Kyrgyzstan2002,,"1,605,640,633",359,Boomers
14625,29.38,Kyrgyzstan2002,,"1,605,640,633",359,Silent
14626,27.36,Kyrgyzstan2002,,"1,605,640,633",359,Generation X
14627,26.46,Kyrgyzstan2002,,"1,605,640,633",359,Silent
14628,18.88,Kyrgyzstan2002,,"1,605,640,633",359,Millenials
14629,8.31,Kyrgyzstan2002,,"1,605,640,633",359,Silent
14630,7.56,Kyrgyzstan2002,,"1,605,640,633",359,Silent
14631,7.35,Kyrgyzstan2002,,"1,605,640,633",359,Boomers
14632,5.39,Kyrgyzstan2002,,"1,605,640,633",359,Millenials
14633,2.9,Kyrgyzstan2002,,"1,605,640,633",359,Millenials
14634,2.61,Kyrgyzstan2002,,"1,605,640,633",359,Generation X
14635,0.35,Kyrgyzstan2002,,"1,605,640,633",359,Millenials
14636,36.27,Kyrgyzstan2003,,"1,919,012,781",424,Silent
14637,28.84,Kyrgyzstan2003,,"1,919,012,781",424,Boomers
14638,24.71,Kyrgyzstan2003,,"1,919,012,781",424,Generation X
14639,13.61,Kyrgyzstan2003,,"1,919,012,781",424,Millenials
14640,9.02,Kyrgyzstan2003,,"1,919,012,781",424,Silent
14641,5.44,Kyrgyzstan2003,,"1,919,012,781",424,Millenials
14642,5.25,Kyrgyzstan2003,,"1,919,012,781",424,Silent
14643,4.83,Kyrgyzstan2003,,"1,919,012,781",424,Boomers
14644,4.79,Kyrgyzstan2003,,"1,919,012,781",424,Silent
14645,2.83,Kyrgyzstan2003,,"1,919,012,781",424,Generation X
14646,1.91,Kyrgyzstan2003,,"1,919,012,781",424,Millenials
14647,0.36,Kyrgyzstan2003,,"1,919,012,781",424,Millenials
14648,30.91,Kyrgyzstan2004,,"2,211,535,312",484,Silent
14649,26.3,Kyrgyzstan2004,,"2,211,535,312",484,Boomers
14650,24.92,Kyrgyzstan2004,,"2,211,535,312",484,Silent
14651,19.82,Kyrgyzstan2004,,"2,211,535,312",484,Generation X
14652,12.92,Kyrgyzstan2004,,"2,211,535,312",484,Millenials
14653,10.69,Kyrgyzstan2004,,"2,211,535,312",484,Silent
14654,5.75,Kyrgyzstan2004,,"2,211,535,312",484,Boomers
14655,3.41,Kyrgyzstan2004,,"2,211,535,312",484,Millenials
14656,2.03,Kyrgyzstan2004,,"2,211,535,312",484,Generation X
14657,1.91,Kyrgyzstan2004,,"2,211,535,312",484,Silent
14658,1.76,Kyrgyzstan2004,,"2,211,535,312",484,Millenials
